appid,name,price
932240,Pushing Through...,0.0
932250,rOt 2,0.79
932270,July the Lost Child,2.09
932290,Mochi Mochi Boy,2.09
932300,Taco Truck Madness,3.99
932310,Hentball,0.79
932330,Alchemia,1.69
932350,Intelligence: Dogs,1.69
932420,Russpuppy Kid Games,3.99
932450,Blade of Acrimony,3.99
932480,GraviSound,0.79
932500,Damned Daniel,1.69
932560,Battle Of Britain,1.69
932570,阿比斯的宝藏 - Treasure of abyss,5.19
932670,Professor Watts Memory Match: Expressions,4.99
932730,Formula XD,11.39
932790,ASCENT: Crash Landing,3.99
932800,Letzte Worte VR,0.0
932810,BattleCry: World At War,0.0
932820,The Great Voyage - Visual Novel,1.69
932850,Simmiland,3.99
932870,The Mark of Robot,0.0
932920,RIFF VR for Arcades,6.19
932940,O! Nalchik is my favourite place,0.79
932970,Shopping Clutter 2: Christmas Square,0.79
932980,Axis Football 2018,15.49
933030,Heavy Recoil,1.69
933040,Rise up,0.79
933050,Lost Cosmonauts ARG,2.69
933060,Hentai Weed PuZZles,0.79
933070,Cold Blooded Cube,2.09
933080,Fire Place,3.99
933120,Rumours From Elsewhere Demo,0.0
933140,Drunkn Bar Fight on Halloween,2.09
933210,Heart Chain Kitty,11.39
933250,Shining Orb Prequel,0.0
933290,PixelRPG,0.0
933300,御俠客 Wuxia Master,8.02
933380,Tennis Story,0.0
933390,Mythical,0.0
933450,Wenjia,6.19
933540,Idle Space Raider,0.0
933590,Legends of Koyannis,0.79
933630,Dawn of China: Rise of Qin,5.79
933660,In Memory,1.69
933690,Trains of the Orient,5.79
933700,Death Trader: Cold War,5.79
933710,Iron Ladies 2048,4.79
933770,Star Sky 3 - ブルームーン 3,2.89
933840,World Enduro Rally,0.79
933880,Thick Light 2,0.79
933900,The Amazonian Dread,9.29
933920,GIRLS VR UNCENSORED!!!,9.29
933930,Tiny Love,0.0
933940,假如我是人工智能 Big Brother Is Shaping You,2.89
933970,Brainfuck,2.09
934020,The Ninja Path,0.79
934060,Wish Giver 偿愿人,0.0
934070,MochiMochi,0.79
934120,Monkeys & Dragons,9.99
934180,Trials of Wilderness,11.39
934220,Buy Low Sell High,3.99
934250,Tactics Rogue,6.99
934410,ReThink 2,7.19
934470,A Top-Down Job: Blood Gain,0.79
934480,Falling Plus,1.69
934500,StoneDefence,0.0
934510,Cubanoids,2.09
934540,Pleasure Puzzle:Sexy Girls,0.79
934550,Duck Hunting Challenge,7.19
934580,Hell Wedding 夜嫁,0.0
934590,Lamp Man Down,0.79
934600,Mech Rage,7.19
934710,英语杀,0.0
934800,Little World Of Creatures,2.89
934810,酒店,0.79
934830,Circuit Slinger,0.0
934840,FrostRunner,0.0
934850,Cyberdrome,0.0
934860,La Rana,0.0
934950,ARTé: Mecenas®,7.19
934970,Typing game,0.79
934990,Cute Girls VR,6.19
935030,Energy nodes,0.79
935070,Sakura MMO,7.19
935110,The Desert's Rose,0.0
935120,GonzoVR,0.0
935180,Puzzle Monarch: Mummy,4.99
935240,Puzzle Monarch: Forests,4.99
935260,绯色幻想(Scarlet Fantasy),0.0
935270,Great Hero's Beard,1.69
935350,Cat Fu Mi,0.79
935440,Viki Spotter: Professions,0.79
935450,Forest Plague,4.79
935460,Girl Rugby Dash,4.79
935500,Keyhole Spy: Hot Nurses,4.79
935540,M-Plan,2.89
935560,Hentai Strip Shot,1.69
935580,True Fear: Forsaken Souls Part 2,7.19
935660,Pixel Robot Hunter,0.79
935690,Park the car,0.79
935700,Love Hentai: Sexy Body,0.78
935720,Cinderella VR,7.19
935730,Hard Rock Zombie Truck Plastiline,3.19
935750,Antiquitas,2.09
935790,Angry Troll Simulator 2018,0.79
935840,Fantasy Battles,0.0
935860,The young mathematician: Easy difficulty,0.79
935880,Glass Masquerade 2: Illusions,3.99
935910,Brrrainz: Feed your Hunger,7.19
935920,Fallstreak,0.0
935930,Reignfall,7.19
935940,Croquet Pro 2,1.69
935960,Zuma Legend VR,5.79
936000,A Mars Adventure: Redturtle,5.79
936010,Feed the Pets,0.79
936020,Find Differences,0.79
936040,Master of Mutations,4.79
936070,Apartment 327,15.49
936160,Atelier Rorona ~The Alchemist of Arland~ DX - ロロナのアトリエ ～アーランドの錬金術士～ DX,34.99
936170,DoodleVR,7.19
936180,Atelier Totori ~The Adventurer of Arland~ DX - トトリのアトリエ ～アーランドの錬金術士２～ DX,34.99
936190,Atelier Meruru ~The Apprentice of Arland~ DX - メルルのアトリエ ～アーランドの錬金術士３～ DX,34.99
936210,The Prometheus Secret Noohra,15.49
936510,2nd Circle - Powerful Magic,3.99
936530,Close Combat: Last Stand Arnhem,30.99
936600,Shoot'n'Scroll 3D,3.99
936610,Of Gods and Men: The Daybreak Empire,5.79
936620,Trailer park mechanic,15.49
936630,Garden Variety Body Horror - Rare Import,7.99
936650,Space Pilgrim Academy: Year 3,1.69
936700,Ms. Squeaker's Home for the Sick,2.89
936720,Wrench,15.49
936740,Orogenesis,2.09
936780,Warplanes: WW2 Dogfight,0.0
936800,Professor Watts Memory Match: Cats,4.99
936810,Professor Watts Memory Match: Puppies,4.99
936820,J-Girl,2.89
936890,Source :beginning,3.99
936930,Oil Baron,1.69
936950,BR Logic Pack,0.79
937030,Gaygarin In deep as's'pace,0.79
937050,JackQuest: The Tale of The Sword,7.19
937120,Slingshot Explorer: The Twelve Towers,4.79
937140,Pixel Girl 像素女孩,3.99
937180,Impixable,2.09
937210,МЫЛО УРОНИЛ,0.79
937320,Jay Walker,1.69
937350,Food Drive: Race against Hunger,0.0
937360,Pantheon,1.69
937390,"Ah, Love!",0.79
937490,Neighbor,11.39
937530,Dungeon Crowley,14.49
937570,弾幕アマノジャク 〜 Impossible Spell Card.,8.29
937580,東方紺珠伝 ～ Legacy of Lunatic Kingdom.,11.39
937590,Quixzel Rush Halloween Party,3.99
937610,Quixzel Rush Pumpkin Bash,3.99
937620,Zack Y,0.79
937640,Fitzzle Cute Kittens,3.99
937690,冒险公会 Adventurer Guild,5.19
937730,Lady's Hentai Mosaic,0.79
937740,Anime Babes: Solitaire,2.89
937780,♞ The Tactics of War ♞,5.79
937820,Shadow Play,0.79
937850,Hidden Paws Mystery,3.99
937920,Pixel Shield,0.79
937940,Sea Dogs: City of Abandoned Ships,5.79
937950,Not in Heaven,2.09
937970,Running Girl,2.09
937980,Jellyfish Season,0.0
938000,Land of Puzzles: Elven Princess,4.99
938070,LOGistICAL 2: Belgium,7.19
938100,Sacred Earth - Promise,10.29
938170,Colette's Sugar Madness,3.99
938210,Jack & the creepy Castle,3.99
938220,TAPSONIC BOLD,15.49
938240,Cthulhu Mythos RPG -The Sleeping Girl of the Miasma Sea-,4.79
938250,Hentai: The Shell Game,0.79
938260,To Burn in Memory (Anniversary Edition),2.09
938270,LoveKami -Healing Harem-,10.29
938280,ROLL!,0.79
938300,CuberPunk 2089,0.79
938310,12 Labours of Hercules VIII: How I Met Megara,2.09
938320,Nibû,11.39
938350,Divine Business: Fantasy Trading Simulator,2.89
938360,The last soldier,0.79
938380,Townsmen - A Kingdom Rebuilt,17.99
938390,My Riding Stables: Your Horse breeding,15.49
938480,The Savior's Gang,3.99
938500,Willowbrooke Post | Story-Based Job Management Game,7.49
938510,Poly and the Marble Maze,3.99
938520,21,0.79
938600,Drift Stunt Racing 2019,3.99
938630,Jewel Tree,5.79
938640,STALINGRAD ABATIS,0.79
938660,Achtung die Kugel!,0.0
938740,MUSEUM VOLUME I,0.99
938810,雨鸦 - You are my sanctuary,0.79
938820,Puzzle Monarch: Egypt,4.99
938840,Puzzle Monarch: Nile River,4.99
938850,Infinity,0.79
938870,Chronon,8.29
938890,HotPuzzle:Grils,0.79
938940,天风之光 ~ Touhou Fan of Destiny,10.29
938960,Soul-Ivy: C0,3.99
939000,Crisis VRigade,4.79
939150,CUBE 332,0.79
939180,Hentai Legends,1.69
939190,HORROR MAZE - Sci-Fi Edition,1.99
939200,Gold Magic 800,0.79
939230,BARDO,7.99
939240,Super Commander XL,0.79
939250,Dungeons and Dinners,0.79
939260,NeoCandy,3.19
939270,Bad Neighbor,3.19
939280,Only Shadows Left Behind,3.19
939330,Tailor Tales,0.0
939390,The Life of One Dog,0.79
939400,LoveChoice 拣爱,1.69
939410,Bloody Mary: Forgotten Curse,7.19
939450,Forklift Simulator 2019,14.99
939470,TRIP,1.69
939520,HELLGATE: London,10.29
939560,Monster Trampoline,2.89
939620,Pleasure Puzzle:Portrait,0.79
939750,秋叶|Autumn leaves,0.79
939830,Wheel Travel,7.19
939930,Beach Pong,1.69
939960,Far Cry® New Dawn,37.99
939990,Boxing School,7.19
940130,Red and Blue ~ Cycles of Existence,0.8
940150,Saboteur!,5.79
940180,Hailey,2.09
940190,Chuckie Egg 2017,5.99
940240,Jake and the Giant,11.39
940290,Trip Troupe [Mixer Stream Host App],0.0
940300,Escape Legacy: Ancient Scrolls,6.19
940320,Combo Jumper,7.19
940520,Attractorache,1.69
940600,Potion island,1.69
940630,Hexen Hegemony,7.0
940640,Astronaut: The Moon Eclipse,1.69
940680,The Textorcist: The Story of Ray Bibbia,11.99
940700,Infinity Disk,11.39
940780,Royal Roads,11.39
940790,Gnomes Garden: Halloween,11.39
940800,Gnomes Garden: Christmas Story,11.39
940810,Lost Artifacts: Time Machine,11.39
940830,Legacy of Lina,2.09
940870,Bloom,11.39
940990,Grim Facade: The Artist and The Pretender Collector's Edition,7.19
941000,Witches' Legacy: Lair of the Witch Queen Collector's Edition,7.19
941030,Spirits of Mystery: Chains of Promise Collector's Edition,7.19
941120,Optimum Link,0.0
941150,PsiSyn: The Game,3.99
941160,Proelium Fighting Game,10.99
941200,Red Beard Labyrinth,1.69
941300,东方梦零魂 -TouHou Nil Soul-,8.29
941320,Mariner Accident,0.79
941330,The detective ChuLin,1.69
941340,The Man with the Dog,7.19
941350,Connectome:Pain Control,5.79
941390,Washed Up Wizard,2.09
941410,Touhou: Dreaming Butterfly | 东方蝶梦志,11.39
941480,Giraffe Town,5.79
941540,Candice DeBébé's Scandalous Secrets,3.99
941580,Bad Day Betsy,2.89
941600,RoboBunnies In Space!,2.89
941620,Galactic Tree Frog,0.79
941630,Little Memories,2.89
941650,The Island: Into The Mist 그 섬,7.19
941730,Firebase Defence,2.89
941790,Chocolate makes you happy: Halloween,0.79
941800,Construct PRO,5.79
941810,Furry Animals Bombing,0.79
941830,Multimaker,0.79
941850,Vanguard: Normandy 1944,11.39
941860,Night Magic,2.89
941870,Medieval Survival,2.89
941920,Classic Card Games 3D,14.99
942020,Grimm & Tonic,7.19
942050,2048,4.49
942060,JUMPGRID,3.99
942200,Rocket Boots Mania,11.49
942250,Smith and Winston,7.19
942300,✌ Johnny Rocket,7.19
942310,Blocky Snake,0.0
942320,Halzae: Heroes of Divinity,0.0
942340,Achievement Collector: Space,20.0
942480,Criminal Pursuit Force,3.99
942510,Scamp: High Hat Havoc,0.0
942520,Thrusty Ship,14.49
942600,Temporality,0.0
942760,Burnout Drift,2.09
942900,Goblin's Shop,7.5
942920,Kulzas Tomb,3.99
942930,枕边少女 MOE Hypnotist - share dreams with you,5.19
942970,Unheard,5.19
943010,Rapid Fire,0.0
943030,NIGHT FALLEN,0.79
943080,Siege - Battle of Ashington,2.26
943100,勿忘此铭,1.69
943130,Cattle Call: Hollywood Talent Manager,7.99
943170,Blast the Past,0.0
943190,OCTOPTICOM,7.19
943230,Thrill Rollercoasters,2.09
943290,Zombie school-丧尸学院,0.0
943380,Timberman VS,1.69
943390,Pan Panda,0.0
943410,Istanbul: Digital Edition,7.19
943440,Cards of Knight,2.09
943510,Blindia,2.09
943590,BlitzKeep Unleashed,6.19
943630,Star Trek: En Territoire Alien,0.0
943640,Sacred Saga Online,0.0
943680,Bargain Hunter,10.29
943710,Arauco Saga - Rpg Action,13.99
943810,Chaos Sector 混沌宙域,10.99
943880,Looking_for_food,13.99
943900,Tombeaux,3.99
943920,Spinball,2.09
943950,Photo Finish,4.79
943960,3Buttons,0.0
943970,DJ Whip VR,7.19
944030,战术狂想3-枪战足球(Chimera of Tactics 3-Gun and Soccer),2.89
944100,The Poisoner (Demo),0.79
944120,Abalyte,0.0
944220,Gachi Heroes,0.79
944340,Vignettes,6.49
944370,Escape the Enterprise/逃离企业号,0.79
944380,Drunk Puppet,2.89
944420,King Of Gods: Angel The Awakening Of A Demon,3.99
944440,"POWERCUT, Inc.",2.09
944450,Escape Velocity,0.0
944500,Antistatic,9.29
944530,Sweet Seasons,0.79
944550,Border Of Insanity,2.89
944560,Nobophobia,2.89
944590,Thunder Kid,5.79
944610,Automobiels and the Eisenhower Hiway System the Game,0.0
944630,MOLOCH (Zero),0.0
944640,Xenia's Ark,15.49
944650,The Mysteries of Baroque,4.79
944710,TurnTack,7.19
944730,Trends,0.0
944740,三国虎将传VR2-Sanguo Warriors VR2,3.99
944770,sheepChat,7.99
944810,Dr. Cares - Family Practice,9.99
944830,Swap Swap,1.69
944840,Mixed Estate,0.0
944960,Contact : Last Defence,4.99
945100,Bassline Sinker,2.09
945110,Guns and Ghosts,4.99
945140,dev_me,3.99
945240,Fly High,3.99
945340,Ravva and the Cyclops Curse,2.09
945360,Among Us,3.99
945390,Bala na manga,0.79
945440,Tiny Bird Garden Deluxe,4.99
945460,Zombie Builder Defense,1.69
945490,Little Square Things,2.89
945500,Steel Dungeon 钢铁地牢,2.89
945520,The Perfectionist,0.0
945580,Bubbles the Cat,5.79
945590,Cliché - Critical Change,13.99
945610,Lil' Arena,0.0
945700,Blackjack of Strip,2.09
945820,Spotter,3.99
945850,Hunter's Trial: The fight never ends,0.0
945880,Beer'em Up,0.0
945890,Hentai no Hero,0.79
945910,Terror for Two,11.39
945920,Long Arm of the Law,0.0
946000,Captain MaCaw,2.89
946010,Tasty Planet Forever,7.19
946040,Supply Chain Idle,0.0
946080,The Earth Dies Screaming,0.79
946090,Hentai Neighbors,0.79
946170,Papper Balls,0.79
946190,Loveless cat,1.69
946200,Way-z,0.79
946210,Nevsky Run,1.0
946300,Shooting Chicken Insanity Chickens,1.69
946330,Fallen Threats,5.19
946340,LOST CAVE,15.49
946380,TheMemory,4.79
946490,Away From Earth: Mars 2,1.69
946500,Waifu Hunter - Episode 1 : The Runaway Samurai,1.69
946550,Hentai Forest,0.79
946560,Don't Forget Our Esports Dream,11.39
946600,Girl with a big SWORD,0.79
946610,Pocket Rogues,3.99
946650,Streets of Red : Devil's Dare Deluxe,7.19
946660,Loria,14.49
946690,RPGGAME,0.0
946700,No King No Kingdom VR,15.49
946780,MOMO.EXE 2,2.09
946790,Colo Grid Zation,2.89
946800,Hentai 2+2=4,0.79
946810,the Escape,0.79
946950,BoxTheTop,0.79
947110,Fatal Hour: Roadkill,4.79
947120,Where The Water Tastes Like Wine: Fireside Chats,0.0
947250,Bibi & Tina - Adventures with Horses,15.49
947260,Bibi Blocksberg ™ - Big Broom Race 3,15.49
947270,The 'I Love Money' Show,1.69
947290,Arkane Rush,2.09
947300,Grim Nights,2.09
947310,Wonderland Trails,1.69
947390,Doodle Farm,6.19
947400,Mahjong Secrets,4.79
947430,きりたんvsカニたん -ずんだもちを防衛せよ！-,6.19
947450,Super BOO Quest,1.69
947470,Optica,7.19
947490,Jam Studio VR - Education & Health Care Edition,19.49
947530,The Cup,0.0
947540,Spacefarers!,3.99
947580,Expedition Oregon,0.0
947830,Beyond,2.09
947960,Ribbon Racer,2.5
947970,Roads of Rome: New Generation 2,3.99
948080,Lights Out,0.0
948100,AREA 4643,8.29
948120,The Mummy Pharaoh,0.79
948200,Mini Golf Buddies,3.99
948240,Voltage Drop,2.89
948270,Byte Chaser,12.39
948320,Dragon Simulator Multiplayer,0.79
948330,Werewolf Hunter X,7.19
948350,Royal Booty Quest,0.0
948420,EXAPUNKS: TEC Redshift Player,0.0
948460,Wizard Prison,0.0
948470,Deadsiege,11.39
948510,Monster Clicker : Idle Halloween Strategy,0.0
948630,Hentai MineSweeper,1.0
948650,Asdivine Hearts II,11.69
948660,Alvastia Chronicles,11.69
948690,Stickman Maverick : Bad Boys Killer,2.99
948730,Keyhole Spy: Lots of Girls,1.69
948770,魔塔2018,1.69
948830,寄甡  Symbiotic Love,5.19
948840,死亡投票_Death Voting Game,0.0
948990,Grottesco Absurdus,0.79
949000,Marble Combat,0.0
949030,aMAZE Halloween,0.79
949050,Virtual Villagers Origins 2,0.0
949060,Love Thyself - A Horatio Story,0.0
949150,VR Party Club,15.49
949170,Killing random dudes online,0.79
949210,Hinterhalt 2,7.19
949290,Winkeltje: The Little Shop,7.19
949330,Magicae Mundi,5.39
949370,Cateau,0.0
949380,AV-17,0.0
949390,Puppet Blaster,0.0
949420,The Energy Lab,0.0
949500,Atlantia Animation,11.39
949520,Lost On The Island,8.29
949530,Time Splatter,0.79
949580,Accurate Segmentation 2,0.79
949630,Russian roulette,0.79
949670,Event-D,3.99
949690,Record of Lodoss War Online,0.0
949700,Waifu Bay Girls,2.09
949710,Exiled to the Void,6.19
949770,Spitkiss,2.09
949790,Rogue Bit,3.99
949800,Skyland: Heart of the Mountain,11.39
949810,Go Cabbies!GB,13.49
949820,Crazy Washing Machine,0.79
949830,Shrines Of Sacred Essenсe,0.79
949880,Ninja Code,2.89
949890,Physical Exorcism: Case 01 / 除靈（物理）案件０１ / 除霊（物理）ケース０１,2.09
949910,Refill your Roguelike,0.0
949930,HEAVEN AND HELL - the last war,1.69
949960,Best Life Simulator,1.69
949970,Reborn In Wild City 迷城重生,3.99
949990,Magical Monster Land,2.09
950100,PRO EVOLUTION SOCCER 2019 LITE,0.0
950130,Evidence of Life,3.99
950140,Hiding Spot,1.69
950160,Miracle Circus,2.89
950210,SUFFER,7.19
950240,Rise of the Pirates,0.0
950250,Halfway Home,0.0
950300,REDO!,7.19
950360,Quest room: Hanon,2.09
950370,Tactics & Strategy Master 2:Princess of Holy Light（圣光战姬）,5.79
950380,Hang Up,0.0
950510,Volcan Defend the Tower,3.0
950530,Mojo 2: Mia,0.0
950570,Bitworm,0.79
950730,Fallen Sky Online,0.79
950750,Dega Madness,2.09
950780,PRATAGON,3.99
950810,SquareWorld Unpixeled,7.19
950830,The Pusher,3.99
950850,The Window Box,10.29
950890,Game Master Plus,6.19
950910,Space Bugs,0.79
950990,Business Magnate,10.29
951000,Trap Shrine / 女装神社,7.19
951010,Zero spring episode 1 English translation version,0.79
951020,Medieval Battle Simulator,2.09
951030,SCP: Derelict - SciFi First Person Shooter,3.99
951050,Another Hardcore Game,1.69
951090,覺醒之刻 The Time Of Awakening,7.19
951110,VR Cricket,3.99
951130,心之檻,5.79
951140,Bliss Maze(极乐迷宫),4.79
951160,JUMP UP,7.19
951170,Lethal Running: Prologue,0.0
951180,Russian Roulette: One Life,0.0
951220,Pumpkin Death Garden,1.69
951240,Open Sewer,9.29
951250,Not Heaven,0.0
951260,Shieldwall Chronicles: Swords of the North,11.39
951320,Not My Day!,1.69
951330,Weaponry Dealer VR,3.19
951360,Super Potato Bruh,2.89
951420,Refraction,2.89
951440,Volcanoids,15.49
951450,Fit It,10.29
951470,Unrest Indigo,15.49
951500,Poker Tower Defense,2.09
951640,Gangsta Sniper,2.89
951690,Surge,0.0
951700,Super Jigsaw Puzzle: Space,3.99
951740,Nice Shot! The Gun Golfing Game,5.19
951810,Black Hangman,0.79
951920,Charlie's Conscious,2.09
951940,Almost There: The Platformer,7.19
952010,The Martian Job,3.99
952020,Love at Elevation,4.79
952030,Gilded Rails,4.79
952040,MUSYNX,2.89
952050,Buddinpals - Take One Home With You !!,2.09
952090,Grand Strategy,0.0
952120,阿达三国志2019  竖版 Three Kingdoms 2019,0.0
952130,Origin of Decay,5.19
952140,Surrogate,5.79
952250,SEPTEMBER 1999,0.0
952330,Blackfoot Burrows,3.99
952400,Void Mine,7.99
952420,Shan Gui 2: Chapter 1 · 山桂贰：第一章,2.09
952460,Lovecraft Quest - A Comix Game,1.99
952510,Chronicles of Lurra,0.0
952530,Prison Break RPG,1.69
952680,Blind Girl,5.19
952850,败家仔 Last Wish,0.79
952860,河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon),13.5
952910,Lantern of Worlds - The First Quest,2.89
952920,Hoyeonjigi,2.89
952930,ArmZ VR,11.39
952950,03.04,1.69
953050,Dread of Laughter,7.19
953060,Go to IT,7.19
953120,The Lost Sergeant,0.79
953150,TrivaTune,2.89
953170,Witch's Tales,4.79
953230,Quiver Dick's Terrible Tale For Terrible Parents To Read To Their Equally Terrible Children,0.79
953250,War Machines: Free to Play,0.0
953290,Dinosaur Safari VR,0.0
953300,ART SQOOL,9.29
953340,Colourless,2.09
953440,"And You're There, Too",0.0
953570,White Dove 白雀,0.0
953580,Tourist Bus Simulator,27.0
953610,HOT GIRLS VR,9.29
953640,Gyro Buster,9.29
953700,I'm an adventurer,2.09
953740,尸如潮水,2.09
953750,The Masked Mage,9.29
953760,Gravity Spin,5.19
953790,无敌荒野/Unbeatable wilderness,0.79
953820,Parkan: Iron Strategy,2.09
953840,Apollo 11 VR HD,9.99
953900,Pantsu Hunter: Back to the 90s,6.19
953920,Palace of the Azure Dragon,3.99
953950,Kubble,0.99
953990,Heart of the Kingdom: Rebellion,4.79
954000,Cosa Nostra,7.19
954010,Definitely Sneaky But Not Sneaky,7.19
954070,Beat Boxers,0.0
954150,Nowhere Girl,5.19
954160,Angelus Brand VR Experience,0.0
954170,Backyard Brawl,0.0
954240,Cuboid Keeper,5.19
954270,LOGistICAL 2,15.49
954350,NOLO HOME,0.0
954360,Color by Numbers - Halloween,3.49
954400,Color by Numbers - Christmas,3.49
954410,Color by Numbers - Animals,4.49
954420,DotX,1.69
954530,The Momo Game,1.69
954590,TEXT,2.09
954720,The Shedding,0.99
954760,The Cells,0.79
954780,Zombie Soldier,0.79
954870,Astrox Imperium,11.39
954920,Flank That Tank!,4.79
955030,Metamorph,8.29
955060,The Watson-Scott Test,3.99
955070,Forex Trading Master: Simulator,1.69
955120,SCUOS,0.79
955190,Blueprint Word: Classroom,1.69
955230,Shadows Light RPG,1.69
955260,Island Invasion,3.99
955290,The Blood Eclipse,2.89
955310,CubeTime,0.79
955320,Dark Fantasy: Jigsaw Puzzle,1.69
955360,Stronghold: A Hero's Fate,4.79
955370,Weyrwood,3.99
955380,Death Collector,4.79
955400,Bonds,4.49
955410,Armoured Alliance,9.99
955470,The Royal Game of Ur,2.09
955490,Terror In The Atomic Desert,2.09
955530,Wildest of the Wild,3.99
955540,Telecube Nightmare,2.09
955570,Teck Boxing 3D,3.99
955580,Rise: Race The Future,14.49
955600,Noble In Exile / 落魄之家,3.99
955620,Battle Arena: Euro Wars,1.69
955640,Go Outside Simulator,0.79
955670,Acropolis: The Archaic Age,7.99
955790,Breakout,4.79
955880,PUSSY PASSWORD \ 猫的密码,0.79
955890,War Platform,23.79
955900,了不起的修仙模拟器,14.49
955980,Dive Inside,2.09
956000,Su Hack,3.99
956010,Hexanome,1.99
956060,Mittelborg: City of Mages,11.39
956090,Animals Memory: Horses,0.79
956100,Lovers ' Smiles,1.69
956150,Mars: Chaos Menace,7.19
956200,Leopoldo Manquiseil,2.99
956210,Spec-Defense,3.99
956240,Simson Tuningwerkstatt 3D,24.99
956280,Joe's Wrath,2.09
956350,There Is No Turning Back!,5.79
956360,Badminton Warrior (羽毛球勇士 中国新年版),7.19
956400,Grim Tales: Bloody Mary Collector's Edition,7.19
956430,Steampunk Graveyard,1.99
956450,Rogue Fable III,5.19
956480,Aquarium Sandbox,3.99
956500,Bow to Blood: Last Captain Standing,15.49
956590,Yet Another Snake Game,0.79
956620,Talk to Yuno,2.09
956880,Géants disparus VR,0.0
957050,Ultra Off-Road 2019: Alaska,17.99
957080,EEP 15,31.99
957180,Barbarian Trash,0.79
957190,Anime Pixel Girls,0.79
957280,COUCH VERSUS,5.79
957350,Rogue Rails,3.99
957390,Chief's Quest,3.99
957410,King of Queendoms,1.69
957430,Mentai Uncensored,4.99
957440,Swords and Sandals Pirates,6.19
957490,My Cabin And I,3.99
957570,The Qaedon Wars - The Story Begins,10.99
957590,Little elf,15.49
957720,Strategic Command WWII: World at War,30.99
957790,WAR DUST | 32 vs 32 Battles,19.49
957810,Season of War (Alpha),0.79
957850,Light Up the Holidays,4.79
957890,The Horologist's Legacy,15.49
957930,Intelligence: Underwater Kingdom,1.69
958050,1001st Hyper Tower,9.29
958090,School of the Dead: Anastasia,4.79
958130,NEET simulator,1.69
958200,Ralf,7.19
958230,AXE:SURVIVAL,7.19
958280,宣夜 Float Night,2.89
958300,Cute Girls 可爱的女孩,2.89
958310,Evolo.SpiderSim,0.79
958320,A Front Too Far: Normandy,4.99
958480,Seed of the Dead,11.39
958510,Assault on Hyperion Base,0.0
958640,Super Turbo Sudoku,0.79
958650,Strange Encounter,0.0
958680,Self-knowledge VR,0.0
958690,The Sky Climber,1.69
958740,Heretic Operative,15.49
958790,Big Breezy Boat,3.99
958900,BATTLE X Arcade,15.49
958960,Darwin's Test,6.99
958990,Blokin,2.09
959020,You Shall Not Break!,3.99
959030,Zombie Cubes,3.99
959080,Unsung Warriors - Prologue,0.0
959090,WayDown,2.09
959130,Dandy & Randy,6.19
959170,John:Condemned,0.0
959200,Battleships and Carriers - WW2 Battleship Game,9.95
959260,Aspect,1.8
959340,Deconstruction Lab,0.79
959400,Save Thine Kingdom,7.19
959410,The Endless Empty,2.89
959440,Blockz VS Ballz,0.79
959480,Run Fairy,0.79
959520,Fantasy Blacksmith,5.99
959540,Devil's Toy,2.89
959590,Super Keepy Ups,1.69
959730,Spider Lander,0.79
959750,A Book of Beasts and Buddies,0.0
959770,MOE,6.19
959830,Navalny: Posledniy miting,0.79
959850,American Patriots: The Swamp Fox,4.79
959890,Sister Travel,11.39
959920,VR Curling,3.99
959930,Duality,7.19
959940,Inside,1.69
959960,Orpheus,1.69
959980,Click the Business,0.79
959990,Block Puzzle!,0.79
960010,Coop Tank War,0.79
960030,Deca,8.29
960040,Clash of Chefs VR,15.49
960090,Bloons TD 6,6.99
960130,Galaxity Beta,0.0
960150,Rending Sky,11.39
960190,Maytroid. I swear it's a nice game too,1.69
960200,One Night 2: The Beyond,2.89
960270,Dafen Oil Painting Village: An Immersive Reality,0.0
960280,Tank Bung,0.79
960320,Ego Hearts,0.0
960330,Dark Gnome,0.0
960340,YUNA: Sugar hearts and Love,4.79
960360,Yuzi Lims: Hentai,0.79
960370,Sky Flight,0.79
960380,Light House Puzzle,0.79
960430,Flag couple🚩,3.98
960550,Distress: A Choice-Driven Sci-Fi Adventure,4.79
960600,Nanoswarm,3.99
960610,The Gameshow,3.99
960660,Coldfall,2.09
960700,GUNS 'n GUTS,0.79
960800,Second World: Air War S,5.19
960820,Data mining 2,0.79
961040,Down to Hell,7.19
961060,GameEllen,2.89
961110,Prixel,2.09
961190,Abstract Hell,5.19
961210,7-minute HOP,0.79
961220,Sanatorium Purgatorium,3.99
961230,"Backgammon, Chess & Checkers",7.5
961240,CastleGuard,4.79
961270,HENTAI CASINO \ 性赌场,0.79
961420,Vile,7.19
961460,Oppai Puzzle,0.79
961510,MarisaLand Legacy,13.99
961560,Dark Trail,0.79
961620,Flashback,8.99
961640,The Tower of Five Hearts,11.39
961660,Nowhere Patrol,3.99
961680,Rampage Online,1.69
961700,NekoCharm,2.09
961710,Puzzle Out VR,2.89
961720,Xenochamber,5.19
961740,Quantum Retribution,5.19
961750,Rope Racer O'Neon,2.09
961860,Super Blasting Boy,3.99
961870,Toltec and the mysteries of the Secret Island,5.99
961920,Romantic Journey,2.09
962050,Puzzles for smart: Birds,1.69
962060,Heaven & Hell 2,3.99
962080,Dangerous Ground,0.79
962170,Ultimate Legends,1.69
962250,Solitaire: Learn the Flags!,1.69
962270,Time Virus,0.79
962280,Fantom Feast,3.99
962290,天罡星宿海 The sea of TianGang XinSu,5.79
